Summary,Season,Wedding_destination,Guest,Location,Describing_words,Priority_1,Priority_2,Priority_3,Estimate,Attire_Accessories,Beauty_spa,Entertainment,Flowers_Decorations,Gifts,invitations,Photography,Planner,venue_Catering_rental,Guest_number,range_start,range_end,Cost_per_person,Total_Estimate
How much does a summer wedding in Telluride CO with 100 to 150 guests cost? The type of wedding is Destination Romantic Farm/Barn. The wedding color theme is Other. The estimated cost for this wedding is $23113.,Summer Wedding,Telluride CO,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $185 to the total amount spent.,Other,None,None,None,None,23113,2807,478,170,273,4400,7085,2785,609,426,125,0,150,185,42146
How much does a fall wedding in Charleston SC with more than 300 guests cost? The ceremony is at a church or other place of worship and reception is at a banquet hall. The type of wedding is Traditional. The wedding color theme is White. The estimated cost for this wedding is $67952.,Fall Wedding,Charleston SC,This estimate is based on having 400 guests with a range of more than 300 guests. Adding a single guest will likely add $170 to the total amount spent.,a church or other place of worship,Traditional,Event Location/Venue,None,None,67952,2322,2135,266,30369,13792,7773,3796,2462,484,400,0,300,170,131351
How much does a summer wedding in Atlanta GA with 50 to 100 guests cost? The wedding is at a resort or hotel. The type of wedding is Elegant Romantic Intimate. The wedding color theme is Champagne. The estimated cost for this wedding is $31862.,Summer Wedding,Atlanta GA,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $425 to the total amount spent.,a resort or hotel,Champagne,None,None,None,31862,2407,266,165,266,1256,4093,893,2049,332,75,0,100,425,43589
How much does a fall wedding in Lake Charles LA with 100 to 150 guests cost? The wedding is at a resort or hotel. The type of wedding is Fun Romantic Experience. The wedding color theme is White. The estimated cost for this wedding is $24455.,Fall Wedding,Lake Charles LA,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $196 to the total amount spent.,a resort or hotel,White,None,None,None,24455,2279,479,238,258,1625,4804,1618,2515,594,125,0,150,196,38865
How much does a fall wedding in Philadelphia PA with 150 to 200 guests cost? The wedding is at a historical building. The type of wedding is Fun Garden Unique. The wedding color theme is White. The estimated cost for this wedding is $40472.,Fall Wedding,Philadelphia PA,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $231 to the total amount spent.,a historical building,White,None,None,None,40472,3748,741,302,321,1762,11919,2566,311,1009,175,0,200,231,63151
How much does a spring wedding in Leonardtown MD with 100 to 150 guests cost? The wedding is at a farm or barn. The type of wedding is Rustic Traditional Farm/Barn. The wedding color theme is Blues. The estimated cost for this wedding is $30720.,Spring Wedding,Leonardtown MD,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $246 to the total amount spent.,a farm or barn,Blues,None,None,None,30720,2618,415,209,333,5019,11934,2882,621,589,125,0,150,246,55340
How much does a summer wedding in Oak Forest IL with 150 to 200 guests cost? The ceremony is at a church or other place of worship and reception is at a banquet hall. The type of wedding is Formal Simple Traditional. The wedding color theme is Blues. The estimated cost for this wedding is $31539.,Summer Wedding,Oak Forest IL,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $180 to the total amount spent.,a church or other place of worship,Formal Simple Traditional,Entertainment (DJ Live Band Musician/s etc.),Flowers & Decorations,Photography & Video,31539,541,597,271,1406,8478,8309,2544,519,94,175,0,200,180,54298
How much does a summer wedding in Carmel by the Sea CA with 100 to 150 guests cost? The wedding is at an event facility. The type of wedding is Beach Fun Modern. The wedding color theme is Greens. The estimated cost for this wedding is $38692.,Summer Wedding,Carmel by the Sea CA,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $310 to the total amount spent.,an event facility,Greens,None,None,None,38692,2247,501,222,1168,8268,8842,2786,704,952,125,0,150,310,64382
How much does a spring wedding in Lubbock TX with 150 to 200 guests cost? The wedding is at an event facility. The type of wedding is Elegant Fun Romantic. The wedding color theme is Greens. The estimated cost for this wedding is $31288.,Spring Wedding,Lubbock TX,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $179 to the total amount spent.,an event facility,Greens,None,None,None,31288,2275,701,215,816,10145,6753,1848,1078,601,175,0,200,179,55720
How much does a summer wedding in Santa  with 150 to 200 guests cost? The wedding is at a banquet hall. The type of wedding is Garden Simple Theme. The wedding color theme is Other. The estimated cost for this wedding is $31885.,Summer Wedding,Santa,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $182 to the total amount spent.,a banquet hall,Other,None,None,None,31885,1946,686,195,330,1180,7525,2423,3985,947,175,0,200,182,51102
How much does a spring wedding in Lubbock TX with 150 to 200 guests cost? The wedding is at an event facility. The type of wedding is Elegant Fun Romantic. The wedding color theme is Blues. The estimated cost for this wedding is $33130.,Spring Wedding,Lubbock TX,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $189 to the total amount spent.,an event facility,Blues,None,None,None,33130,2114,709,161,237,816,10796,2597,2794,902,175,0,200,189,54256
How much does a summer wedding in Hood River OR with 50 to 100 guests cost? The wedding is at a winery. The type of wedding is Elegant Romantic Modern. The wedding color theme is Champagne. The estimated cost for this wedding is $36853.,Summer Wedding,Hood River OR,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $491 to the total amount spent.,a winery,Champagne,None,None,None,36853,3485,449,289,307,1254,6814,1531,2938,495,75,0,100,491,54415
How much does a fall wedding in San Fernando with 100 to 150 guests cost? The wedding is at a garden or park. The type of wedding is Fun Romantic Traditional.  The estimated cost for this wedding is $29216.,Fall Wedding,San Fernando,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $234 to the total amount spent.,a garden or park,None specified,None,None,None,29216,2201,448,203,1485,9137,1608,647,455,8359,125,0,150,234,53759
How much does a winter wedding in Jupiter FL with 200 to 300 guests cost? The type of wedding is Formal Traditional. The wedding color theme is Pinks. The estimated cost for this wedding is $51742.,Winter Wedding,Jupiter FL,This estimate is based on having 250 guests with a range of 200 to 300 guests. Adding a single guest will likely add $207 to the total amount spent.,Pinks,None,None,None,None,51742,2473,1043,167,264,997,14827,3793,4326,1104,250,0,300,207,80736
How much does a wedding in Cleveland OH with more than 300 guests cost? The wedding is at a banquet hall. The type of wedding is Fun Romantic Unique. The wedding color theme is Ivory. The estimated cost for this wedding is $74209.,None specified,Cleveland OH,This estimate is based on having 400 guests with a range of more than 300 guests. Adding a single guest will likely add $186 to the total amount spent.,a banquet hall,Ivory,None,None,None,74209,2379,1878,243,259,1165,30260,6927,6134,2462,400,0,300,186,125916
How much does a summer wedding in Temple TX with 100 to 150 guests cost? The ceremony is at a church or other place of worship and reception is at some other location. The type of wedding is Casual. The wedding color theme is Blues. The estimated cost for this wedding is $25928.,Summer Wedding,Temple TX,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $207 to the total amount spent.,a church or other place of worship,Casual,Bakery (Wedding Cake/dessert),Ceremony Officiator (Officiant Celebrant etc.),Jewelry (Rings and Other Jewelry),25928,1828,460,140,356,3738,5723,2117,537,413,125,0,150,207,41240
How much does a spring wedding in Blacksburg VA with 100 to 150 guests cost? The ceremony is at a garden or park and reception is at a banquet hall. The type of wedding is Elegant Garden Romantic. The wedding color theme is Pinks. The estimated cost for this wedding is $25894.,Spring Wedding,Blacksburg VA,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $207 to the total amount spent.,a garden or park,Elegant Garden Romantic,Attire & Accessories (Wedding Dress Suit etc.),Bakery (Wedding Cake/dessert),Event Food Service Catering Bar Service,25894,2314,665,151,253,6249,5824,2722,786,536,125,0,150,207,45394
How much does a fall wedding in Honolulu HI with less than 25 guests cost? The ceremony is at a church or other place of worship and reception is at a resort or hotel. The type of wedding is Beach Casual Destination. The wedding color theme is White. The estimated cost for this wedding is $19524.,Fall Wedding,Honolulu HI,This estimate is based on having 15 guests with a range of less than 25 guests. Adding a single guest will likely add $1302 to the total amount spent.,a church or other place of worship,Beach Casual Destination,Entertainment (DJ Live Band Musician/s etc.),Event Food Service Catering Bar Service,Event Location/Venue,19524,3131,68,373,2299,1103,3716,2358,55,38,15,0,25,1302,32665
How much does a fall wedding in Baltimore MD with 50 to 100 guests cost? The type of wedding is Elegant Fun Romantic.  The estimated cost for this wedding is $24706.,Fall Wedding,Baltimore MD,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $329 to the total amount spent.,None specified,None specified,None,None,None,24706,1958,215,135,1253,3042,7927,1648,186,55,75,0,100,329,41125
